Region;Alder;Tid;value
1418;F65+;2014;260
1418;F65+;2015;263
1419;F0-19;2013;600
1419;F0-19;2014;603
1419;F0-19;2015;587
1419;F20-64;2013;1252
1419;F20-64;2014;1248
1419;F20-64;2015;1253
1419;F65+;2013;403
1419;F65+;2014;417
1419;F65+;2015;436
1420;F0-19;2013;1897
1420;F0-19;2014;1897
1420;F0-19;2015;1896
1420;F20-64;2013;4421
1420;F20-64;2014;4533
1420;F20-64;2015;4565
1420;F65+;2013;1159
1420;F65+;2014;1193
1420;F65+;2015;1216
1421;F0-19;2013;369
1421;F0-19;2014;359
1421;F0-19;2015;353
1421;F20-64;2013;1001
1421;F20-64;2014;1004
1421;F20-64;2015;1019
1421;F65+;2013;344
1421;F65+;2014;352
1421;F65+;2015;366
1422;F0-19;2013;529
1422;F0-19;2014;515
1422;F0-19;2015;492
1422;F20-64;2013;1224
1422;F20-64;2014;1213
1422;F20-64;2015;1197
1422;F65+;2013;423
1422;F65+;2014;446
1422;F65+;2015;457
1424;F0-19;2013;1248
1424;F0-19;2014;1197
1424;F0-19;2015;1184
1424;F20-64;2013;3108
1424;F20-64;2014;3132
1424;F20-64;2015;3080
1424;F65+;2013;1165
1424;F65+;2014;1167
1424;F65+;2015;1165
1426;F0-19;2013;1295
1426;F0-19;2014;1314
1426;F0-19;2015;1322
1426;F20-64;2013;2781
1426;F20-64;2014;2792
1426;F20-64;2015;2792
1426;F65+;2013;965
1426;F65+;2014;983
1426;F65+;2015;1004
1428;F0-19;2013;721
1428;F0-19;2014;694
1428;F0-19;2015;692
1428;F20-64;2013;1562
1428;F20-64;2014;1589
1428;F20-64;2015;1571
1428;F65+;2013;735
1428;F65+;2014;728
1428;F65+;2015;745
1429;F0-19;2013;815
1429;F0-19;2014;800
1429;F0-19;2015;767
1429;F20-64;2013;1464
1429;F20-64;2014;1447
1429;F20-64;2015;1455
1429;F65+;2013;592
1429;F65+;2014;606
1429;F65+;2015;601
1430;F0-19;2013;793
1430;F0-19;2014;798
1430;F0-19;2015;805
1430;F20-64;2013;1625
1430;F20-64;2014;1615
1430;F20-64;2015;1623
1430;F65+;2013;505
1430;F65+;2014;515
1430;F65+;2015;532
1431;F0-19;2013;850
1431;F0-19;2014;833
1431;F0-19;2015;821
1431;F20-64;2013;1704
1431;F20-64;2014;1693
1431;F20-64;2015;1668
1431;F65+;2013;524
1431;F65+;2014;544
1431;F65+;2015;537
1432;F0-19;2013;3630
1432;F0-19;2014;3607
1432;F0-19;2015;3592
1432;F20-64;2013;7503
1432;F20-64;2014;7582
1432;F20-64;2015;7652
1432;F65+;2013;1426
1432;F65+;2014;1496
1432;F65+;2015;1557
1433;F0-19;2013;710
1433;F0-19;2014;732
1433;F0-19;2015;723
1433;F20-64;2013;1510
1433;F20-64;2014;1546
1433;F20-64;2015;1545
1433;F65+;2013;493
1433;F65+;2014;498
1433;F65+;2015;509
1438;F0-19;2013;968
1438;F0-19;2014;977
1438;F0-19;2015;951
1438;F20-64;2013;2056
1438;F20-64;2014;2058
1438;F20-64;2015;2017
1438;F65+;2013;921
1438;F65+;2014;915
1438;F65+;2015;922
1439;F0-19;2013;1537
1439;F0-19;2014;1528
1439;F0-19;2015;1514
1439;F20-64;2013;3434
1439;F20-64;2014;3395
1439;F20-64;2015;3380
1439;F65+;2013;1148
1439;F65+;2014;1168
1439;F65+;2015;1188
1441;F0-19;2013;687
1441;F0-19;2014;675
1441;F0-19;2015;642
1441;F20-64;2013;1540
1441;F20-64;2014;1525
1441;F20-64;2015;1513
1441;F65+;2013;562
1441;F65+;2014;582
1441;F65+;2015;597
1443;F0-19;2013;1614
1443;F0-19;2014;1601
1443;F0-19;2015;1601
1443;F20-64;2013;3329
1443;F20-64;2014;3302
1443;F20-64;2015;3324
1443;F65+;2013;977
1443;F65+;2014;1023
1443;F65+;2015;1062
1444;F0-19;2013;341
1444;F0-19;2014;331
1444;F0-19;2015;314
1444;F20-64;2013;658
1444;F20-64;2014;654
1444;F20-64;2015;667
1444;F65+;2013;239
1444;F65+;2014;238
1444;F65+;2015;240
1445;F0-19;2013;1471
1445;F0-19;2014;1455
1445;F0-19;2015;1477
1445;F20-64;2013;3078
1445;F20-64;2014;3089
1445;F20-64;2015;3082
1445;F65+;2013;1127
1445;F65+;2014;1150
1445;F65+;2015;1192
1449;F0-19;2013;1885
1449;F0-19;2014;1877
1449;F0-19;2015;1854
1449;F20-64;2013;3973
1449;F20-64;2014;3976
1449;F20-64;2015;4005
1449;F65+;2013;1247
1449;F65+;2014;1281
1449;F65+;2015;1296
1502;F0-19;2013;6326
1502;F0-19;2014;6305
1502;F0-19;2015;6299
1502;F20-64;2013;15270
1502;F20-64;2014;15251
1502;F20-64;2015;15455
1502;F65+;2013;4340
1502;F65+;2014;4492
1502;F65+;2015;4638
1504;F0-19;2013;11181
1504;F0-19;2014;11252
1504;F0-19;2015;11302
1504;F20-64;2013;27112
1504;F20-64;2014;27562
1504;F20-64;2015;27895
1504;F65+;2013;6740
1504;F65+;2014;6933
1504;F65+;2015;7119
1505;F0-19;2013;5723
1505;F0-19;2014;5724
1505;F0-19;2015;5718
1505;F20-64;2013;14395
1505;F20-64;2014;14538
1505;F20-64;2015;14506
1505;F65+;2013;4013
1505;F65+;2014;4133
1505;F65+;2015;4283
1511;F0-19;2013;763
1511;F0-19;2014;739
1511;F0-19;2015;708
1511;F20-64;2013;1807
1511;F20-64;2014;1769
1511;F20-64;2015;1734
1511;F65+;2013;766
1511;F65+;2014;794
1511;F65+;2015;816
1514;F0-19;2013;584
1514;F0-19;2014;593
1514;F0-19;2015;568
1514;F20-64;2013;1493
1514;F20-64;2014;1496
1514;F20-64;2015;1520
1514;F65+;2013;551
1514;F65+;2014;547
1514;F65+;2015;547
1515;F0-19;2013;2299
1515;F0-19;2014;2283
1515;F0-19;2015;2271
1515;F20-64;2013;5037
1515;F20-64;2014;5009
1515;F20-64;2015;5078
1515;F65+;2013;1511
1515;F65+;2014;1555
1515;F65+;2015;1585
1516;F0-19;2013;2178
1516;F0-19;2014;2214
1516;F0-19;2015;2275
1516;F20-64;2013;4675
1516;F20-64;2014;4751
1516;F20-64;2015;4848
1516;F65+;2013;1074
1516;F65+;2014;1127
1516;F65+;2015;1169
1517;F0-19;2013;1329
1517;F0-19;2014;1296
1517;F0-19;2015;1279
1517;F20-64;2013;2917
1517;F20-64;2014;2898
1517;F20-64;2015;2922
1517;F65+;2013;811
1517;F65+;2014;827
1517;F65+;2015;864
1519;F0-19;2013;2284
1519;F0-19;2014;2250
1519;F0-19;2015;2257
1519;F20-64;2013;5021
1519;F20-64;2014;5088
1519;F20-64;2015;5107
1519;F65+;2013;1522
1519;F65+;2014;1571
1519;F65+;2015;1613
1520;F0-19;2013;2679
1520;F0-19;2014;2683
1520;F0-19;2015;2673
1520;F20-64;2013;5880
1520;F20-64;2014;5920
1520;F20-64;2015;5940
1520;F65+;2013;1897
1520;F65+;2014;1933
1520;F65+;2015;1976
1523;F0-19;2013;549
1523;F0-19;2014;552
1523;F0-19;2015;558
1523;F20-64;2013;1310
1523;F20-64;2014;1326
1523;F20-64;2015;1301
1523;F65+;2013;408
1523;F65+;2014;423
1523;F65+;2015;435
1524;F0-19;2013;446
1524;F0-19;2014;432
1524;F0-19;2015;423
1524;F20-64;2013;921
1524;F20-64;2014;883
1524;F20-64;2015;873
1524;F65+;2013;372
1524;F65+;2014;370
1524;F65+;2015;380
1525;F0-19;2013;1098
1525;F0-19;2014;1100
1525;F0-19;2015;1082
1525;F20-64;2013;2560
1525;F20-64;2014;2544
1525;F20-64;2015;2537
1525;F65+;2013;952
1525;F65+;2014;972
1525;F65+;2015;986
1526;F0-19;2013;287
1526;F0-19;2014;281
1526;F0-19;2015;288
1526;F20-64;2013;575
1526;F20-64;2014;570
1526;F20-64;2015;563
1526;F65+;2013;190
1526;F65+;2014;184
1526;F65+;2015;192
1528;F0-19;2013;2028
1528;F0-19;2014;2009
1528;F0-19;2015;1981
1528;F20-64;2013;4378
1528;F20-64;2014;4409
1528;F20-64;2015;4381
1528;F65+;2013;1267
1528;F65+;2014;1312
1528;F65+;2015;1345
1529;F0-19;2013;1220
1529;F0-19;2014;1249
1529;F0-19;2015;1254
1529;F20-64;2013;2499
1529;F20-64;2014;2534
1529;F20-64;2015;2587
1529;F65+;2013;563
1529;F65+;2014;604
1529;F65+;2015;624
1531;F0-19;2013;2354
1531;F0-19;2014;2412
1531;F0-19;2015;2498
1531;F20-64;2013;4764
1531;F20-64;2014;4926
1531;F20-64;2015;5013
1531;F65+;2013;1279
1531;F65+;2014;1313
1531;F65+;2015;1344
1532;F0-19;2013;2182
1532;F0-19;2014;2217
1532;F0-19;2015;2283
1532;F20-64;2013;4251
1532;F20-64;2014;4388
1532;F20-64;2015;4487
1532;F65+;2013;1108
1532;F65+;2014;1134
1532;F65+;2015;1154
1534;F0-19;2013;2297
1534;F0-19;2014;2319
1534;F0-19;2015;2287
1534;F20-64;2013;5078
1534;F20-64;2014;5073
1534;F20-64;2015;5124
1534;F65+;2013;1645
1534;F65+;2014;1692
1534;F65+;2015;1709
1535;F0-19;2013;1613
1535;F0-19;2014;1580
1535;F0-19;2015;1563
1535;F20-64;2013;3827
1535;F20-64;2014;3836
1535;F20-64;2015;3926
1535;F65+;2013;1186
1535;F65+;2014;1199
1535;F65+;2015;1219
1539;F0-19;2013;1781
1539;F0-19;2014;1795
1539;F0-19;2015;1779
1539;F20-64;2013;4141
1539;F20-64;2014;4113
1539;F20-64;2015;4090
1539;F65+;2013;1499
1539;F65+;2014;1545
1539;F65+;2015;1576
1543;F0-19;2013;690
1543;F0-19;2014;683
1543;F0-19;2015;649
1543;F20-64;2013;1693
1543;F20-64;2014;1689
1543;F20-64;2015;1683
1543;F65+;2013;612
1543;F65+;2014;629
1543;F65+;2015;643
1545;F0-19;2013;551
1545;F0-19;2014;561
1545;F0-19;2015;564
1545;F20-64;2013;1045
1545;F20-64;2014;1051
1545;F20-64;2015;1082
1545;F65+;2013;414
1545;F65+;2014;424
1545;F65+;2015;422
1546;F0-19;2013;320
1546;F0-19;2014;313
1546;F0-19;2015;305
1546;F20-64;2013;702
1546;F20-64;2014;693
1546;F20-64;2015;677
1546;F65+;2013;269
1546;F65+;2014;279
1546;F65+;2015;280
1547;F0-19;2013;882
1547;F0-19;2014;901
1547;F0-19;2015;940
1547;F20-64;2013;1836
1547;F20-64;2014;1840
1547;F20-64;2015;1878
1547;F65+;2013;621
1547;F65+;2014;636
1547;F65+;2015;648
1548;F0-19;2013;2522
1548;F0-19;2014;2547
1548;F0-19;2015;2533
1548;F20-64;2013;5546
1548;F20-64;2014;5568
1548;F20-64;2015;5595
1548;F65+;2013;1546
1548;F65+;2014;1605
1548;F65+;2015;1659
1551;F0-19;2013;972
1551;F0-19;2014;953
1551;F0-19;2015;941
1551;F20-64;2013;1950
1551;F20-64;2014;1945
1551;F20-64;2015;1939
1551;F65+;2013;554
1551;F65+;2014;573
1551;F65+;2015;583
1554;F0-19;2013;1419
1554;F0-19;2014;1416
1554;F0-19;2015;1432
1554;F20-64;2013;3225
1554;F20-64;2014;3244
1554;F20-64;2015;3306
1554;F65+;2013;1007
1554;F65+;2014;1027
1554;F65+;2015;1056
1557;F0-19;2013;629
1557;F0-19;2014;617
1557;F0-19;2015;616
1557;F20-64;2013;1428
1557;F20-64;2014;1439
1557;F20-64;2015;1423
1557;F65+;2013;500
1557;F65+;2014;509
1557;F65+;2015;541
1560;F0-19;2013;702
1560;F0-19;2014;686
1560;F0-19;2015;680
1560;F20-64;2013;1723
1560;F20-64;2014;1687
1560;F20-64;2015;1706
1560;F65+;2013;691
1560;F65+;2014;691
1560;F65+;2015;704
1563;F0-19;2013;1688
1563;F0-19;2014;1649
1563;F0-19;2015;1670
1563;F20-64;2013;4137
1563;F20-64;2014;4122
1563;F20-64;2015;4087
1563;F65+;2013;1380
1563;F65+;2014;1400
1563;F65+;2015;1398
1566;F0-19;2013;1438
1566;F0-19;2014;1426
1566;F0-19;2015;1412
1566;F20-64;2013;3278
1566;F20-64;2014;3304
1566;F20-64;2015;3309
1566;F65+;2013;1211
1566;F65+;2014;1224
1566;F65+;2015;1255
1567;F0-19;2013;524
1567;F0-19;2014;504
1567;F0-19;2015;506
1567;F20-64;2013;1081
1567;F20-64;2014;1072
1567;F20-64;2015;1056
1567;F65+;2013;456
1567;F65+;2014;470
1567;F65+;2015;476
1571;F0-19;2013;336
1571;F0-19;2014;331
1571;F0-19;2015;330
1571;F20-64;2013;879
1571;F20-64;2014;850
1571;F20-64;2015;828
1571;F65+;2013;391
1571;F65+;2014;400
1571;F65+;2015;405
1573;F0-19;2013;474
1573;F0-19;2014;454
1573;F0-19;2015;444
1573;F20-64;2013;1209
1573;F20-64;2014;1220
1573;F20-64;2015;1223
1573;F65+;2013;497
1573;F65+;2014;492
1573;F65+;2015;479
1576;F0-19;2013;821
1576;F0-19;2014;805
1576;F0-19;2015;789
1576;F20-64;2013;1988
1576;F20-64;2014;1987
1576;F20-64;2015;1957
1576;F65+;2013;761
1576;F65+;2014;785
1576;F65+;2015;803
5001;F0-19;2013;0
5001;F0-19;2014;0
5001;F0-19;2015;0
5001;F20-64;2013;0
5001;F20-64;2014;0
5001;F20-64;2015;0
5001;F65+;2013;0
5001;F65+;2014;0
5001;F65+;2015;0
5004;F0-19;2013;0
5004;F0-19;2014;0
5004;F0-19;2015;0
5004;F20-64;2013;0
5004;F20-64;2014;0
5004;F20-64;2015;0
5004;F65+;2013;0
5004;F65+;2014;0
5004;F65+;2015;0
5005;F0-19;2013;0
5005;F0-19;2014;0
5005;F0-19;2015;0
5005;F20-64;2013;0
5005;F20-64;2014;0
5005;F20-64;2015;0
5005;F65+;2013;0
5005;F65+;2014;0
5005;F65+;2015;0
5011;F0-19;2013;0
5011;F0-19;2014;0
5011;F0-19;2015;0
5011;F20-64;2013;0
5011;F20-64;2014;0
5011;F20-64;2015;0
5011;F65+;2013;0
5011;F65+;2014;0
5011;F65+;2015;0
5012;F0-19;2013;0
5012;F0-19;2014;0
5012;F0-19;2015;0
5012;F20-64;2013;0
5012;F20-64;2014;0
5012;F20-64;2015;0
5012;F65+;2013;0
5012;F65+;2014;0
5012;F65+;2015;0
5013;F0-19;2013;0
5013;F0-19;2014;0
5013;F0-19;2015;0
5013;F20-64;2013;0
5013;F20-64;2014;0
5013;F20-64;2015;0
5013;F65+;2013;0
5013;F65+;2014;0
5013;F65+;2015;0
5014;F0-19;2013;0
5014;F0-19;2014;0
5014;F0-19;2015;0
5014;F20-64;2013;0
5014;F20-64;2014;0
5014;F20-64;2015;0
5014;F65+;2013;0
5014;F65+;2014;0
5014;F65+;2015;0
5015;F0-19;2013;0
5015;F0-19;2014;0
5015;F0-19;2015;0
5015;F20-64;2013;0
5015;F20-64;2014;0
5015;F20-64;2015;0
5015;F65+;2013;0
5015;F65+;2014;0
5015;F65+;2015;0
5016;F0-19;2013;0
5016;F0-19;2014;0
5016;F0-19;2015;0
5016;F20-64;2013;0
5016;F20-64;2014;0
5016;F20-64;2015;0
5016;F65+;2013;0
5016;F65+;2014;0
5016;F65+;2015;0
5017;F0-19;2013;0
5017;F0-19;2014;0
5017;F0-19;2015;0
5017;F20-64;2013;0
5017;F20-64;2014;0
5017;F20-64;2015;0
5017;F65+;2013;0
5017;F65+;2014;0
5017;F65+;2015;0
5018;F0-19;2013;0
5018;F0-19;2014;0
5018;F0-19;2015;0
5018;F20-64;2013;0
5018;F20-64;2014;0
5018;F20-64;2015;0
5018;F65+;2013;0
5018;F65+;2014;0
5018;F65+;2015;0
5019;F0-19;2013;0
5019;F0-19;2014;0
5019;F0-19;2015;0
5019;F20-64;2013;0
5019;F20-64;2014;0
5019;F20-64;2015;0
5019;F65+;2013;0
5019;F65+;2014;0
5019;F65+;2015;0
5020;F0-19;2013;0
5020;F0-19;2014;0
5020;F0-19;2015;0
5020;F20-64;2013;0
5020;F20-64;2014;0
5020;F20-64;2015;0
5020;F65+;2013;0
5020;F65+;2014;0
5020;F65+;2015;0
5021;F0-19;2013;0
5021;F0-19;2014;0
5021;F0-19;2015;0
5021;F20-64;2013;0
5021;F20-64;2014;0
5021;F20-64;2015;0
5021;F65+;2013;0
5021;F65+;2014;0
5021;F65+;2015;0
5022;F0-19;2013;0
5022;F0-19;2014;0
5022;F0-19;2015;0
5022;F20-64;2013;0
5022;F20-64;2014;0
5022;F20-64;2015;0
5022;F65+;2013;0
5022;F65+;2014;0
5022;F65+;2015;0
5023;F0-19;2013;0
5023;F0-19;2014;0
5023;F0-19;2015;0
5023;F20-64;2013;0
5023;F20-64;2014;0
5023;F20-64;2015;0
5023;F65+;2013;0
5023;F65+;2014;0
5023;F65+;2015;0
5024;F0-19;2013;0
5024;F0-19;2014;0
5024;F0-19;2015;0
5024;F20-64;2013;0
5024;F20-64;2014;0
5024;F20-64;2015;0
5024;F65+;2013;0
5024;F65+;2014;0
5024;F65+;2015;0
5025;F0-19;2013;0
5025;F0-19;2014;0
5025;F0-19;2015;0
5025;F20-64;2013;0
5025;F20-64;2014;0
5025;F20-64;2015;0
5025;F65+;2013;0
5025;F65+;2014;0
5025;F65+;2015;0
5026;F0-19;2013;0
5026;F0-19;2014;0
5026;F0-19;2015;0
5026;F20-64;2013;0
5026;F20-64;2014;0
5026;F20-64;2015;0
5026;F65+;2013;0
5026;F65+;2014;0
5026;F65+;2015;0
5027;F0-19;2013;0
5027;F0-19;2014;0
5027;F0-19;2015;0
5027;F20-64;2013;0
5027;F20-64;2014;0
5027;F20-64;2015;0
5027;F65+;2013;0
5027;F65+;2014;0
5027;F65+;2015;0
5028;F0-19;2013;0
5028;F0-19;2014;0
5028;F0-19;2015;0
5028;F20-64;2013;0
5028;F20-64;2014;0
5028;F20-64;2015;0
5028;F65+;2013;0
5028;F65+;2014;0
5028;F65+;2015;0
5029;F0-19;2013;0
5029;F0-19;2014;0
5029;F0-19;2015;0
5029;F20-64;2013;0
5029;F20-64;2014;0
5029;F20-64;2015;0
5029;F65+;2013;0
5029;F65+;2014;0
5029;F65+;2015;0
5030;F0-19;2013;0
5030;F0-19;2014;0
5030;F0-19;2015;0
5030;F20-64;2013;0
5030;F20-64;2014;0
5030;F20-64;2015;0
5030;F65+;2013;0
5030;F65+;2014;0
5030;F65+;2015;0
5031;F0-19;2013;0
5031;F0-19;2014;0
5031;F0-19;2015;0
5031;F20-64;2013;0
5031;F20-64;2014;0
5031;F20-64;2015;0
5031;F65+;2013;0
5031;F65+;2014;0
5031;F65+;2015;0
5032;F0-19;2013;0
5032;F0-19;2014;0
5032;F0-19;2015;0
5032;F20-64;2013;0
5032;F20-64;2014;0
5032;F20-64;2015;0
5032;F65+;2013;0
5032;F65+;2014;0
5032;F65+;2015;0
5033;F0-19;2013;0
5033;F0-19;2014;0
5033;F0-19;2015;0
5033;F20-64;2013;0
5033;F20-64;2014;0
5033;F20-64;2015;0
5033;F65+;2013;0
5033;F65+;2014;0
5033;F65+;2015;0
5034;F0-19;2013;0
5034;F0-19;2014;0
5034;F0-19;2015;0
5034;F20-64;2013;0
5034;F20-64;2014;0
5034;F20-64;2015;0
5034;F65+;2013;0
5034;F65+;2014;0
5034;F65+;2015;0
5035;F0-19;2013;0
5035;F0-19;2014;0
5035;F0-19;2015;0
5035;F20-64;2013;0
5035;F20-64;2014;0
5035;F20-64;2015;0
5035;F65+;2013;0
5035;F65+;2014;0
5035;F65+;2015;0
5036;F0-19;2013;0
5036;F0-19;2014;0
5036;F0-19;2015;0
5036;F20-64;2013;0
5036;F20-64;2014;0
5036;F20-64;2015;0
5036;F65+;2013;0
5036;F65+;2014;0
5036;F65+;2015;0
5037;F0-19;2013;0
5037;F0-19;2014;0
5037;F0-19;2015;0
5037;F20-64;2013;0
5037;F20-64;2014;0
5037;F20-64;2015;0
5037;F65+;2013;0
5037;F65+;2014;0
5037;F65+;2015;0
5038;F0-19;2013;0
5038;F0-19;2014;0
5038;F0-19;2015;0
5038;F20-64;2013;0
5038;F20-64;2014;0
5038;F20-64;2015;0
5038;F65+;2013;0
5038;F65+;2014;0
5038;F65+;2015;0
5039;F0-19;2013;0
5039;F0-19;2014;0
5039;F0-19;2015;0
5039;F20-64;2013;0
5039;F20-64;2014;0
5039;F20-64;2015;0
5039;F65+;2013;0
5039;F65+;2014;0
5039;F65+;2015;0
5040;F0-19;2013;0
5040;F0-19;2014;0
5040;F0-19;2015;0
5040;F20-64;2013;0
5040;F20-64;2014;0
5040;F20-64;2015;0
5040;F65+;2013;0
5040;F65+;2014;0
5040;F65+;2015;0
5041;F0-19;2013;0
5041;F0-19;2014;0
5041;F0-19;2015;0
5041;F20-64;2013;0
5041;F20-64;2014;0
5041;F20-64;2015;0
5041;F65+;2013;0
5041;F65+;2014;0
5041;F65+;2015;0
5042;F0-19;2013;0
5042;F0-19;2014;0
5042;F0-19;2015;0
5042;F20-64;2013;0
5042;F20-64;2014;0
5042;F20-64;2015;0
5042;F65+;2013;0
5042;F65+;2014;0
5042;F65+;2015;0
5043;F0-19;2013;0
5043;F0-19;2014;0
5043;F0-19;2015;0
5043;F20-64;2013;0
5043;F20-64;2014;0
5043;F20-64;2015;0
5043;F65+;2013;0
5043;F65+;2014;0
5043;F65+;2015;0
5044;F0-19;2013;0
5044;F0-19;2014;0
5044;F0-19;2015;0
5044;F20-64;2013;0
5044;F20-64;2014;0
5044;F20-64;2015;0
5044;F65+;2013;0
5044;F65+;2014;0
5044;F65+;2015;0
5045;F0-19;2013;0
5045;F0-19;2014;0
5045;F0-19;2015;0
5045;F20-64;2013;0
5045;F20-64;2014;0
5045;F20-64;2015;0
5045;F65+;2013;0
5045;F65+;2014;0
5045;F65+;2015;0
5046;F0-19;2013;0
5046;F0-19;2014;0
5046;F0-19;2015;0
5046;F20-64;2013;0
5046;F20-64;2014;0
5046;F20-64;2015;0
5046;F65+;2013;0
5046;F65+;2014;0
5046;F65+;2015;0
5047;F0-19;2013;0
5047;F0-19;2014;0
5047;F0-19;2015;0
5047;F20-64;2013;0
5047;F20-64;2014;0
5047;F20-64;2015;0
5047;F65+;2013;0
5047;F65+;2014;0
5047;F65+;2015;0
5048;F0-19;2013;0
5048;F0-19;2014;0
5048;F0-19;2015;0
5048;F20-64;2013;0
5048;F20-64;2014;0
5048;F20-64;2015;0
5048;F65+;2013;0
5048;F65+;2014;0
5048;F65+;2015;0
5049;F0-19;2013;0
5049;F0-19;2014;0
5049;F0-19;2015;0
5049;F20-64;2013;0
5049;F20-64;2014;0
5049;F20-64;2015;0
5049;F65+;2013;0
5049;F65+;2014;0
5049;F65+;2015;0
5050;F0-19;2013;0
5050;F0-19;2014;0
5050;F0-19;2015;0
5050;F20-64;2013;0
5050;F20-64;2014;0
5050;F20-64;2015;0
5050;F65+;2013;0
5050;F65+;2014;0
5050;F65+;2015;0
5051;F0-19;2013;0
5051;F0-19;2014;0
5051;F0-19;2015;0
5051;F20-64;2013;0
5051;F20-64;2014;0
5051;F20-64;2015;0
5051;F65+;2013;0
5051;F65+;2014;0
5051;F65+;2015;0
5052;F0-19;2013;0
5052;F0-19;2014;0
5052;F0-19;2015;0
5052;F20-64;2013;0
5052;F20-64;2014;0
5052;F20-64;2015;0
5052;F65+;2013;0
5052;F65+;2014;0
5052;F65+;2015;0
5053;F0-19;2013;0
5053;F0-19;2014;0
5053;F0-19;2015;0
5053;F20-64;2013;0
5053;F20-64;2014;0
5053;F20-64;2015;0
5053;F65+;2013;0
5053;F65+;2014;0
5053;F65+;2015;0
5054;F0-19;2013;0
5054;F0-19;2014;0
5054;F0-19;2015;0
5054;F20-64;2013;0
5054;F20-64;2014;0
5054;F20-64;2015;0
5054;F65+;2013;0
5054;F65+;2014;0
5054;F65+;2015;0
5061;F0-19;2013;0
5061;F0-19;2014;0
5061;F0-19;2015;0
5061;F20-64;2013;0
5061;F20-64;2014;0
5061;F20-64;2015;0
5061;F65+;2013;0
5061;F65+;2014;0
5061;F65+;2015;0
1804;F0-19;2013;12556
1804;F0-19;2014;12507
1804;F0-19;2015;12429
1804;F20-64;2013;29885
1804;F20-64;2014;30273
1804;F20-64;2015;30523
1804;F65+;2013;6762
1804;F65+;2014;6951
1804;F65+;2015;7233
1805;F0-19;2013;4330
1805;F0-19;2014;4338
1805;F0-19;2015;4270
1805;F20-64;2013;10855
1805;F20-64;2014;10970
1805;F20-64;2015;11122
1805;F65+;2013;3324
1805;F65+;2014;3397
1805;F65+;2015;3461
1811;F0-19;2013;332
1811;F0-19;2014;325
1811;F0-19;2015;318
1811;F20-64;2013;826
1811;F20-64;2014;791
1811;F20-64;2015;768
1811;F65+;2013;387
1811;F65+;2014;387
1811;F65+;2015;396
1812;F0-19;2013;499
1812;F0-19;2014;499
1812;F0-19;2015;507
1812;F20-64;2013;1133
1812;F20-64;2014;1134
1812;F20-64;2015;1120
1812;F65+;2013;401
1812;F65+;2014;414
1812;F65+;2015;436
1813;F0-19;2013;2082
1813;F0-19;2014;2071
1813;F0-19;2015;2090
1813;F20-64;2013;4470
1813;F20-64;2014;4515
1813;F20-64;2015;4516
1813;F65+;2013;1307
1813;F65+;2014;1311
1813;F65+;2015;1328
1815;F0-19;2013;282
1815;F0-19;2014;274
1815;F0-19;2015;273
1815;F20-64;2013;678
1815;F20-64;2014;659
1815;F20-64;2015;651
1815;F65+;2013;278
1815;F65+;2014;290
1815;F65+;2015;301
1816;F0-19;2013;107
1816;F0-19;2014;108
1816;F0-19;2015;117
1816;F20-64;2013;280
1816;F20-64;2014;272
1816;F20-64;2015;272
1816;F65+;2013;113
1816;F65+;2014;115
1816;F65+;2015;121
1818;F0-19;2013;388
1818;F0-19;2014;380
1818;F0-19;2015;360
1818;F20-64;2013;1019
1818;F20-64;2014;992
1818;F20-64;2015;1020
1818;F65+;2013;352
1818;F65+;2014;361
1818;F65+;2015;357
1820;F0-19;2013;1834
1820;F0-19;2014;1792
1820;F0-19;2015;1787
1820;F20-64;2013;4260
1820;F20-64;2014;4276
1820;F20-64;2015;4307
1820;F65+;2013;1267
1820;F65+;2014;1326
1820;F65+;2015;1360
1822;F0-19;2013;494
1822;F0-19;2014;520
1822;F0-19;2015;523
1822;F20-64;2013;1251
1822;F20-64;2014;1268
1822;F20-64;2015;1266
1822;F65+;2013;399
1822;F65+;2014;400
1822;F65+;2015;399
1824;F0-19;2013;3177
1824;F0-19;2014;3093
1824;F0-19;2015;3090
1824;F20-64;2013;7536
1824;F20-64;2014;7594
1824;F20-64;2015;7592
1824;F65+;2013;2539
1824;F65+;2014;2599
1824;F65+;2015;2670
1825;F0-19;2013;335
1825;F0-19;2014;329
1825;F0-19;2015;322
1825;F20-64;2013;785
1825;F20-64;2014;791
1825;F20-64;2015;783
1825;F65+;2013;339
1825;F65+;2014;345
1825;F65+;2015;353
1826;F0-19;2013;338
1826;F0-19;2014;343
1826;F0-19;2015;343
1826;F20-64;2013;788
1826;F20-64;2014;797
1826;F20-64;2015;818
1826;F65+;2013;345
1826;F65+;2014;360
1826;F65+;2015;372
1827;F0-19;2013;349
1827;F0-19;2014;332
1827;F0-19;2015;329
1827;F20-64;2013;784
1827;F20-64;2014;777
1827;F20-64;2015;753
1827;F65+;2013;298
1827;F65+;2014;311
1827;F65+;2015;325
1828;F0-19;2013;489
1828;F0-19;2014;479
1828;F0-19;2015;464
1828;F20-64;2013;1060
1828;F20-64;2014;1096
1828;F20-64;2015;1078
1828;F65+;2013;326
1828;F65+;2014;327
1828;F65+;2015;329
1832;F0-19;2013;1134
1832;F0-19;2014;1088
1832;F0-19;2015;1057
1832;F20-64;2013;2500
1832;F20-64;2014;2465
1832;F20-64;2015;2462
1832;F65+;2013;986
1832;F65+;2014;1000
1832;F65+;2015;1009
1833;F0-19;2013;6444
